               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 281,            0.038726,            0.018004,                   0,             0.53946,             0.50443,             0.42571,             0.10934,            0.033537,            0.015178,                   0,            0.007228,            0.007228,            0.007228
                 282,            0.036741,            0.016378,                   0,             0.53946,             0.50443,             0.42571,             0.10934,            0.033537,            0.015198,                   0,           0.0072181,           0.0072181,           0.0072181
                 283,            0.037132,            0.016568,                   0,             0.41564,             0.42879,             0.29792,            0.060997,            0.034683,            0.014709,                   0,           0.0072082,           0.0072082,           0.0072082
                 284,             0.03475,            0.021516,                   0,             0.41564,             0.42879,             0.29792,            0.060997,            0.034683,            0.014708,                   0,           0.0071983,           0.0071983,           0.0071983
                 285,            0.034931,            0.015685,                   0,             0.50701,             0.48848,             0.39203,            0.098197,            0.033844,            0.014574,                   0,           0.0071884,           0.0071884,           0.0071884
                 286,            0.037361,            0.011436,                   0,             0.50701,             0.48848,             0.39203,            0.098197,            0.033844,            0.014584,                   0,           0.0071785,           0.0071785,           0.0071785
                 287,             0.03459,             0.02001,                   0,             0.48308,             0.51507,             0.40238,            0.093995,            0.033552,            0.014644,                   0,           0.0071686,           0.0071686,           0.0071686
                 288,            0.038611,            0.016748,                   0,             0.48308,             0.51507,             0.40238,            0.093995,            0.033552,            0.014639,                   0,           0.0071587,           0.0071587,           0.0071587
                 289,            0.038932,            0.013064,                   0,               0.496,             0.49113,             0.37403,            0.080841,            0.034069,            0.014565,                   0,           0.0071488,           0.0071488,           0.0071488
                 290,            0.037294,            0.015585,                   0,               0.496,             0.49113,             0.37403,            0.080841,            0.034069,            0.014561,                   0,           0.0071389,           0.0071389,           0.0071389
                 291,            0.039774,            0.012614,                   0,             0.41261,             0.41489,             0.28264,            0.060014,            0.035074,            0.014301,                   0,            0.007129,            0.007129,            0.007129
                 292,            0.042266,            0.012384,                   0,             0.41261,             0.41489,             0.28264,            0.060014,            0.035074,            0.014307,                   0,           0.0071191,           0.0071191,           0.0071191
                 293,            0.034258,            0.022343,                   0,             0.56844,             0.52394,             0.45291,             0.11984,             0.03305,            0.014471,                   0,           0.0071092,           0.0071092,           0.0071092
                 294,            0.037016,             0.02003,                   0,             0.56844,             0.52394,             0.45291,             0.11984,             0.03305,            0.014461,                   0,           0.0070993,           0.0070993,           0.0070993
                 295,            0.037708,            0.017568,                   0,             0.49011,             0.50703,             0.40023,             0.09619,            0.033685,             0.01445,                   0,           0.0070894,           0.0070894,           0.0070894
                 296,            0.039409,            0.013934,                   0,             0.49011,             0.50703,             0.40023,             0.09619,            0.033685,            0.014455,                   0,           0.0070795,           0.0070795,           0.0070795
                 297,            0.036887,            0.018549,                   0,             0.56067,              0.4867,             0.40264,            0.097954,            0.033418,            0.014492,                   0,           0.0070696,           0.0070696,           0.0070696
                 298,            0.036818,            0.017481,                   0,             0.56067,              0.4867,             0.40264,            0.097954,            0.033418,            0.014497,                   0,           0.0070597,           0.0070597,           0.0070597
                 299,            0.034475,            0.020434,                   0,             0.51962,             0.49734,             0.39945,             0.10253,            0.033546,            0.014466,                   0,           0.0070498,           0.0070498,           0.0070498
                 300,            0.034891,            0.019548,                   0,             0.51962,             0.49734,             0.39945,             0.10253,            0.033546,            0.014473,                   0,           0.0070399,           0.0070399,           0.0070399
                 301,            0.037702,            0.019946,                   0,             0.57498,             0.54699,             0.48355,             0.12591,            0.032617,            0.014634,                   0,             0.00703,             0.00703,             0.00703
                 302,             0.03715,            0.016497,                   0,             0.57498,             0.54699,             0.48355,             0.12591,            0.032617,            0.014631,                   0,           0.0070201,           0.0070201,           0.0070201
                 303,            0.041706,            0.013071,                   0,             0.48672,             0.51064,             0.38527,            0.087242,            0.033583,            0.014818,                   0,           0.0070102,           0.0070102,           0.0070102
                 304,            0.036437,            0.023456,                   0,             0.48672,             0.51064,             0.38527,            0.087242,            0.033583,            0.014831,                   0,           0.0070003,           0.0070003,           0.0070003
                 305,             0.03812,             0.01341,                   0,             0.61895,             0.52305,             0.48051,             0.12716,             0.03266,            0.015184,                   0,           0.0069904,           0.0069904,           0.0069904
                 306,            0.036339,            0.015473,                   0,             0.61895,             0.52305,             0.48051,             0.12716,             0.03266,            0.015175,                   0,           0.0069805,           0.0069805,           0.0069805
                 307,            0.034346,            0.023378,                   0,             0.53116,             0.52748,             0.42543,             0.10828,            0.033189,             0.01429,                   0,           0.0069706,           0.0069706,           0.0069706
                 308,            0.034473,            0.022926,                   0,             0.53116,             0.52748,             0.42543,             0.10828,            0.033189,            0.014289,                   0,           0.0069607,           0.0069607,           0.0069607
                 309,             0.03835,            0.017456,                   0,             0.47873,             0.52571,             0.40611,            0.090893,            0.033345,             0.01455,                   0,           0.0069508,           0.0069508,           0.0069508
                 310,            0.037156,            0.015891,                   0,             0.47873,             0.52571,             0.40611,            0.090893,            0.033345,            0.014561,                   0,           0.0069409,           0.0069409,           0.0069409
                 311,            0.037826,            0.020355,                   0,             0.60739,              0.5922,             0.52581,             0.14293,            0.032247,            0.014419,                   0,            0.006931,            0.006931,            0.006931
                 312,            0.033953,            0.019544,                   0,             0.60739,              0.5922,             0.52581,             0.14293,            0.032247,            0.014421,                   0,           0.0069211,           0.0069211,           0.0069211
                 313,            0.039849,             0.01337,                   0,             0.59384,             0.51976,             0.47073,             0.11831,            0.032797,            0.014468,                   0,           0.0069112,           0.0069112,           0.0069112
                 314,            0.034862,            0.019336,                   0,             0.59384,             0.51976,             0.47073,             0.11831,            0.032797,            0.014475,                   0,           0.0069013,           0.0069013,           0.0069013
                 315,            0.031696,            0.024282,                   0,             0.56163,             0.43501,             0.34938,              0.0741,            0.033923,            0.014292,                   0,           0.0068914,           0.0068914,           0.0068914
                 316,            0.037001,            0.020074,                   0,             0.56163,             0.43501,             0.34938,              0.0741,            0.033923,             0.01429,                   0,           0.0068815,           0.0068815,           0.0068815
                 317,            0.036815,            0.016192,                   0,             0.48409,             0.45301,             0.36327,            0.072552,            0.033848,             0.01454,                   0,           0.0068716,           0.0068716,           0.0068716
                 318,            0.036717,            0.017024,                   0,             0.48409,             0.45301,             0.36327,            0.072552,            0.033848,            0.014555,                   0,           0.0068617,           0.0068617,           0.0068617
                 319,             0.03966,             0.01749,                   0,             0.64401,             0.54876,             0.52031,              0.1394,            0.032316,             0.01455,                   0,           0.0068518,           0.0068518,           0.0068518
                 320,            0.034766,            0.020509,                   0,             0.64401,             0.54876,             0.52031,              0.1394,            0.032316,            0.014546,                   0,           0.0068419,           0.0068419,           0.0068419
                 321,            0.035806,            0.019548,                   0,             0.65726,             0.54433,             0.52205,             0.13319,            0.032231,            0.014649,                   0,            0.006832,            0.006832,            0.006832
                 322,             0.03417,            0.017019,                   0,             0.65726,             0.54433,             0.52205,             0.13319,            0.032231,            0.014644,                   0,           0.0068221,           0.0068221,           0.0068221
                 323,            0.036361,            0.015483,                   0,             0.63613,             0.52926,             0.49484,             0.13144,            0.032406,            0.014439,                   0,           0.0068122,           0.0068122,           0.0068122
                 324,            0.040215,            0.015159,                   0,             0.63613,             0.52926,             0.49484,             0.13144,            0.032406,            0.014447,                   0,           0.0068023,           0.0068023,           0.0068023
                 325,            0.032974,            0.021852,                   0,             0.66407,             0.53812,             0.51349,             0.13857,            0.032346,            0.014447,                   0,           0.0067924,           0.0067924,           0.0067924
                 326,            0.039233,            0.015894,                   0,             0.66407,             0.53812,             0.51349,             0.13857,            0.032346,            0.014442,                   0,           0.0067825,           0.0067825,           0.0067825
                 327,            0.032837,            0.030269,                   0,             0.56265,             0.47606,             0.40497,            0.088397,            0.033187,            0.015485,                   0,           0.0067726,           0.0067726,           0.0067726
                 328,            0.036978,            0.016707,                   0,             0.56265,             0.47606,             0.40497,            0.088397,            0.033187,             0.01548,                   0,           0.0067627,           0.0067627,           0.0067627
                 329,            0.035902,            0.018722,                   0,             0.52272,             0.41755,             0.32818,            0.071096,            0.034194,            0.014142,                   0,           0.0067528,           0.0067528,           0.0067528
                 330,            0.038287,            0.016895,                   0,             0.52272,             0.41755,             0.32818,            0.071096,            0.034194,            0.014142,                   0,           0.0067429,           0.0067429,           0.0067429
                 331,            0.037379,            0.018585,                   0,             0.55113,             0.49645,             0.42525,            0.097745,             0.03317,            0.015082,                   0,            0.006733,            0.006733,            0.006733
                 332,            0.038032,            0.019201,                   0,             0.55113,             0.49645,             0.42525,            0.097745,             0.03317,             0.01508,                   0,           0.0067231,           0.0067231,           0.0067231
                 333,             0.03701,            0.016047,                   0,             0.52288,             0.47695,              0.3946,            0.082843,            0.033356,            0.015068,                   0,           0.0067132,           0.0067132,           0.0067132
                 334,             0.03935,            0.015782,                   0,             0.52288,             0.47695,              0.3946,            0.082843,            0.033356,            0.015055,                   0,           0.0067033,           0.0067033,           0.0067033
                 335,            0.033419,             0.01909,                   0,             0.56487,             0.53723,             0.45242,             0.11645,            0.032627,            0.014607,                   0,           0.0066934,           0.0066934,           0.0066934
                 336,            0.035321,            0.016589,                   0,             0.56487,             0.53723,             0.45242,             0.11645,            0.032627,            0.014605,                   0,           0.0066835,           0.0066835,           0.0066835
                 337,            0.037136,            0.015766,                   0,             0.57691,             0.53191,             0.45841,              0.1047,            0.032793,            0.014727,                   0,           0.0066736,           0.0066736,           0.0066736
                 338,            0.034558,             0.01595,                   0,             0.57691,             0.53191,             0.45841,              0.1047,            0.032793,            0.014736,                   0,           0.0066637,           0.0066637,           0.0066637
                 339,            0.036233,            0.018201,                   0,              0.5318,             0.50089,             0.41107,             0.09997,            0.033018,            0.014492,                   0,           0.0066538,           0.0066538,           0.0066538
                 340,            0.035451,            0.017676,                   0,              0.5318,             0.50089,             0.41107,             0.09997,            0.033018,            0.014502,                   0,           0.0066439,           0.0066439,           0.0066439
                 341,            0.040339,            0.015893,                   0,             0.61506,             0.52127,              0.4918,             0.11403,            0.032518,            0.014698,                   0,            0.006634,            0.006634,            0.006634
                 342,            0.039238,            0.017754,                   0,             0.61506,             0.52127,              0.4918,             0.11403,            0.032518,            0.014699,                   0,           0.0066241,           0.0066241,           0.0066241
                 343,            0.033825,            0.016245,                   0,               0.654,             0.55762,             0.51705,             0.14016,            0.031995,            0.014611,                   0,           0.0066142,           0.0066142,           0.0066142
                 344,            0.039173,            0.017815,                   0,               0.654,             0.55762,             0.51705,             0.14016,            0.031995,            0.014617,                   0,           0.0066043,           0.0066043,           0.0066043
                 345,             0.03981,            0.016252,                   0,             0.67498,             0.57447,             0.55872,             0.14986,            0.031704,            0.014625,                   0,           0.0065944,           0.0065944,           0.0065944
                 346,            0.032598,            0.019326,                   0,             0.67498,             0.57447,             0.55872,             0.14986,            0.031704,            0.014611,                   0,           0.0065845,           0.0065845,           0.0065845
                 347,            0.032905,            0.019365,                   0,              0.6347,             0.52834,             0.48825,              0.1288,            0.032108,            0.014391,                   0,           0.0065746,           0.0065746,           0.0065746
                 348,            0.035594,            0.016855,                   0,              0.6347,             0.52834,             0.48825,              0.1288,            0.032108,            0.014402,                   0,           0.0065647,           0.0065647,           0.0065647
                 349,             0.02867,            0.021676,                   0,             0.70134,             0.60371,             0.58091,             0.16453,            0.031445,            0.014523,                   0,           0.0065548,           0.0065548,           0.0065548
                 350,            0.036536,            0.016058,                   0,             0.70134,             0.60371,             0.58091,             0.16453,            0.031445,            0.014534,                   0,           0.0065449,           0.0065449,           0.0065449
                 351,            0.035918,            0.018732,                   0,             0.60909,             0.57092,             0.51092,             0.12349,            0.032237,            0.014537,                   0,            0.006535,            0.006535,            0.006535
                 352,            0.033682,            0.021379,                   0,             0.60909,             0.57092,             0.51092,             0.12349,            0.032237,            0.014534,                   0,           0.0065251,           0.0065251,           0.0065251
                 353,            0.038462,            0.017262,                   0,             0.70206,             0.61791,              0.6052,             0.17426,            0.031249,            0.014626,                   0,           0.0065152,           0.0065152,           0.0065152
                 354,            0.034929,            0.016015,                   0,             0.70206,             0.61791,              0.6052,             0.17426,            0.031249,            0.014618,                   0,           0.0065053,           0.0065053,           0.0065053
                 355,            0.031869,            0.022667,                   0,             0.66741,             0.58954,             0.56866,             0.15308,            0.031717,            0.014432,                   0,           0.0064954,           0.0064954,           0.0064954
                 356,            0.034401,            0.021721,                   0,             0.66741,             0.58954,             0.56866,             0.15308,            0.031717,             0.01443,                   0,           0.0064855,           0.0064855,           0.0064855
                 357,            0.034891,            0.018223,                   0,             0.69745,               0.625,              0.6202,             0.18341,            0.031048,            0.014432,                   0,           0.0064756,           0.0064756,           0.0064756
                 358,            0.036888,            0.022124,                   0,             0.69745,               0.625,              0.6202,             0.18341,            0.031048,            0.014439,                   0,           0.0064657,           0.0064657,           0.0064657
                 359,            0.037359,            0.019123,                   0,             0.65637,             0.56383,             0.55352,             0.13652,            0.031924,            0.014445,                   0,           0.0064558,           0.0064558,           0.0064558
                 360,            0.035489,            0.020445,                   0,             0.65637,             0.56383,             0.55352,             0.13652,            0.031924,            0.014441,                   0,           0.0064459,           0.0064459,           0.0064459
                 361,            0.036679,            0.019349,                   0,             0.57686,             0.52936,             0.46217,             0.11777,            0.032666,            0.014172,                   0,            0.006436,            0.006436,            0.006436
                 362,             0.03206,            0.022833,                   0,             0.57686,             0.52936,             0.46217,             0.11777,            0.032666,            0.014175,                   0,           0.0064261,           0.0064261,           0.0064261
                 363,            0.032559,            0.019847,                   0,              0.6398,             0.60638,             0.57781,             0.15724,            0.031535,             0.01451,                   0,           0.0064162,           0.0064162,           0.0064162
                 364,            0.036322,            0.016972,                   0,              0.6398,             0.60638,             0.57781,             0.15724,            0.031535,             0.01452,                   0,           0.0064063,           0.0064063,           0.0064063
                 365,             0.03478,            0.024231,                   0,             0.62414,             0.56117,             0.50499,             0.13766,            0.032194,            0.014323,                   0,           0.0063964,           0.0063964,           0.0063964
                 366,            0.039084,            0.016388,                   0,             0.62414,             0.56117,             0.50499,             0.13766,            0.032194,            0.014315,                   0,           0.0063865,           0.0063865,           0.0063865
                 367,            0.039844,            0.013026,                   0,             0.60078,             0.60727,             0.53458,             0.13278,             0.03202,            0.014643,                   0,           0.0063766,           0.0063766,           0.0063766
                 368,            0.040645,            0.015169,                   0,             0.60078,             0.60727,             0.53458,             0.13278,             0.03202,            0.014652,                   0,           0.0063667,           0.0063667,           0.0063667
                 369,            0.034877,            0.018068,                   0,             0.66308,             0.55832,             0.53793,             0.15284,            0.031815,             0.01445,                   0,           0.0063568,           0.0063568,           0.0063568
                 370,            0.033563,            0.019182,                   0,             0.66308,             0.55832,             0.53793,             0.15284,            0.031815,             0.01446,                   0,           0.0063469,           0.0063469,           0.0063469
                 371,            0.033294,            0.018932,                   0,             0.68887,             0.62766,             0.60331,             0.17557,             0.03132,             0.01441,                   0,            0.006337,            0.006337,            0.006337
                 372,            0.036493,            0.016203,                   0,             0.68887,             0.62766,             0.60331,             0.17557,             0.03132,            0.014418,                   0,           0.0063271,           0.0063271,           0.0063271
                 373,            0.030475,            0.017054,                   0,             0.63702,             0.55387,              0.5011,             0.13099,            0.032241,            0.014335,                   0,           0.0063172,           0.0063172,           0.0063172
                 374,            0.036663,            0.015707,                   0,             0.63702,             0.55387,              0.5011,             0.13099,            0.032241,            0.014353,                   0,           0.0063073,           0.0063073,           0.0063073
                 375,            0.035414,            0.019791,                   0,             0.62688,             0.64343,             0.58581,             0.15951,            0.031476,            0.014723,                   0,           0.0062974,           0.0062974,           0.0062974
                 376,            0.031286,            0.018804,                   0,             0.62688,             0.64343,             0.58581,             0.15951,            0.031476,            0.014736,                   0,           0.0062875,           0.0062875,           0.0062875
                 377,            0.038092,            0.018119,                   0,             0.62826,             0.55319,             0.52361,              0.1415,            0.032163,            0.014559,                   0,           0.0062776,           0.0062776,           0.0062776
                 378,            0.033655,            0.020158,                   0,             0.62826,             0.55319,             0.52361,              0.1415,            0.032163,            0.014561,                   0,           0.0062677,           0.0062677,           0.0062677
                 379,            0.036998,            0.018136,                   0,             0.61884,             0.59589,             0.55283,             0.14836,            0.031653,            0.014638,                   0,           0.0062578,           0.0062578,           0.0062578
                 380,            0.035603,             0.01825,                   0,             0.61884,             0.59589,             0.55283,             0.14836,            0.031653,            0.014644,                   0,           0.0062479,           0.0062479,           0.0062479
                 381,            0.036584,            0.017703,                   0,             0.64776,             0.62677,             0.59187,             0.16765,            0.031388,             0.01463,                   0,            0.006238,            0.006238,            0.006238
                 382,            0.032246,            0.019217,                   0,             0.64776,             0.62677,             0.59187,             0.16765,            0.031388,            0.014622,                   0,           0.0062281,           0.0062281,           0.0062281
                 383,            0.035949,            0.019243,                   0,             0.66252,             0.63121,              0.6016,             0.18181,             0.03119,            0.014637,                   0,           0.0062182,           0.0062182,           0.0062182
                 384,            0.029696,            0.025213,                   0,             0.66252,             0.63121,              0.6016,             0.18181,             0.03119,            0.014639,                   0,           0.0062083,           0.0062083,           0.0062083
                 385,            0.035002,            0.015671,                   0,             0.58059,             0.57979,             0.51078,             0.12688,            0.032032,            0.014639,                   0,           0.0061984,           0.0061984,           0.0061984
                 386,            0.036849,            0.016204,                   0,             0.58059,             0.57979,             0.51078,             0.12688,            0.032032,            0.014649,                   0,           0.0061885,           0.0061885,           0.0061885
                 387,             0.03407,            0.018756,                   0,             0.67018,             0.59131,             0.54888,             0.14432,            0.031948,            0.014352,                   0,           0.0061786,           0.0061786,           0.0061786
                 388,            0.033372,             0.02436,                   0,             0.67018,             0.59131,             0.54888,             0.14432,            0.031948,            0.014346,                   0,           0.0061687,           0.0061687,           0.0061687
                 389,            0.035764,            0.020031,                   0,             0.66939,             0.64096,             0.61262,             0.18098,             0.03108,            0.014683,                   0,           0.0061588,           0.0061588,           0.0061588
                 390,             0.03183,            0.019731,                   0,             0.66939,             0.64096,             0.61262,             0.18098,             0.03108,            0.014688,                   0,           0.0061489,           0.0061489,           0.0061489
                 391,            0.033182,            0.016476,                   0,             0.59993,             0.55585,             0.49158,             0.12723,            0.032239,            0.014524,                   0,            0.006139,            0.006139,            0.006139
                 392,            0.035409,            0.017728,                   0,             0.59993,             0.55585,             0.49158,             0.12723,            0.032239,            0.014521,                   0,           0.0061291,           0.0061291,           0.0061291
                 393,            0.038525,            0.016708,                   0,             0.63669,             0.62145,             0.57463,             0.14958,            0.031479,            0.014773,                   0,           0.0061192,           0.0061192,           0.0061192
                 394,            0.038913,            0.011877,                   0,             0.63669,             0.62145,             0.57463,             0.14958,            0.031479,            0.014773,                   0,           0.0061093,           0.0061093,           0.0061093
                 395,            0.030713,            0.021095,                   0,             0.60502,             0.52837,             0.43542,            0.094372,            0.032772,            0.014247,                   0,           0.0060994,           0.0060994,           0.0060994
                 396,            0.035385,            0.016688,                   0,             0.60502,             0.52837,             0.43542,            0.094372,            0.032772,            0.014247,                   0,           0.0060895,           0.0060895,           0.0060895
                 397,            0.034062,            0.023285,                   0,             0.73857,             0.65248,              0.6466,              0.2022,            0.030376,            0.014651,                   0,           0.0060796,           0.0060796,           0.0060796
                 398,            0.039832,            0.014266,                   0,             0.73857,             0.65248,              0.6466,              0.2022,            0.030376,            0.014668,                   0,           0.0060697,           0.0060697,           0.0060697
                 399,            0.035544,            0.018042,                   0,              0.6962,               0.625,             0.60009,             0.18016,            0.030837,            0.014546,                   0,           0.0060598,           0.0060598,           0.0060598
                 400,            0.035562,            0.020728,                   0,              0.6962,               0.625,             0.60009,             0.18016,            0.030837,            0.014549,                   0,           0.0060499,           0.0060499,           0.0060499
                 401,            0.035972,            0.025836,                   0,             0.72125,             0.62855,             0.61178,             0.18182,            0.030836,            0.014599,                   0,             0.00604,             0.00604,             0.00604
                 402,            0.032663,            0.029937,                   0,             0.72125,             0.62855,             0.61178,             0.18182,            0.030836,            0.014596,                   0,           0.0060301,           0.0060301,           0.0060301
                 403,            0.034633,            0.023116,                   0,             0.64531,             0.59397,             0.55099,             0.14181,            0.031636,            0.014572,                   0,           0.0060202,           0.0060202,           0.0060202
                 404,            0.035492,            0.020268,                   0,             0.64531,             0.59397,             0.55099,             0.14181,            0.031636,            0.014575,                   0,           0.0060103,           0.0060103,           0.0060103
                 405,            0.033572,            0.024595,                   0,             0.64528,             0.58422,              0.5258,             0.13589,            0.031847,            0.014396,                   0,           0.0060004,           0.0060004,           0.0060004
                 406,            0.041038,            0.018048,                   0,             0.64528,             0.58422,              0.5258,             0.13589,            0.031847,            0.014401,                   0,           0.0059905,           0.0059905,           0.0059905
                 407,            0.040193,            0.012747,                   0,             0.65115,             0.63377,             0.57752,             0.15775,             0.03129,            0.014901,                   0,           0.0059806,           0.0059806,           0.0059806
                 408,             0.03606,            0.016355,                   0,             0.65115,             0.63377,             0.57752,             0.15775,             0.03129,            0.014909,                   0,           0.0059707,           0.0059707,           0.0059707
                 409,            0.037256,            0.018064,                   0,             0.45481,             0.46986,             0.34644,            0.070793,            0.033393,            0.014485,                   0,           0.0059608,           0.0059608,           0.0059608
                 410,            0.035219,            0.018712,                   0,             0.45481,             0.46986,             0.34644,            0.070793,            0.033393,            0.014477,                   0,           0.0059509,           0.0059509,           0.0059509
                 411,            0.034326,            0.020775,                   0,              0.6658,             0.63298,             0.59088,              0.1634,            0.031234,            0.014759,                   0,            0.005941,            0.005941,            0.005941
                 412,            0.040208,              0.0138,                   0,              0.6658,             0.63298,             0.59088,              0.1634,            0.031234,            0.014744,                   0,           0.0059311,           0.0059311,           0.0059311
                 413,            0.032398,            0.018318,                   0,             0.63292,             0.60072,             0.54218,             0.13862,            0.031623,            0.014492,                   0,           0.0059212,           0.0059212,           0.0059212
                 414,            0.032848,            0.016183,                   0,             0.63292,             0.60072,             0.54218,             0.13862,            0.031623,            0.014494,                   0,           0.0059113,           0.0059113,           0.0059113
                 415,            0.031748,            0.019527,                   0,             0.74975,             0.63564,             0.64227,             0.18997,            0.030703,            0.014368,                   0,           0.0059014,           0.0059014,           0.0059014
                 416,            0.032699,            0.018512,                   0,             0.74975,             0.63564,             0.64227,             0.18997,            0.030703,            0.014358,                   0,           0.0058915,           0.0058915,           0.0058915
                 417,            0.037168,            0.013379,                   0,             0.70872,             0.62855,             0.60855,             0.16435,            0.031102,            0.014389,                   0,           0.0058816,           0.0058816,           0.0058816
                 418,            0.034666,            0.021332,                   0,             0.70872,             0.62855,             0.60855,             0.16435,            0.031102,            0.014387,                   0,           0.0058717,           0.0058717,           0.0058717
                 419,            0.038356,            0.015553,                   0,             0.59296,             0.58503,             0.50372,             0.11798,            0.032046,            0.014424,                   0,           0.0058618,           0.0058618,           0.0058618
                 420,            0.035154,            0.014304,                   0,             0.59296,             0.58503,             0.50372,             0.11798,            0.032046,            0.014431,                   0,           0.0058519,           0.0058519,           0.0058519
                 421,              0.0373,            0.018616,                   0,             0.75099,             0.65248,             0.65725,             0.19672,            0.030537,            0.014302,                   0,            0.005842,            0.005842,            0.005842
                 422,            0.032636,            0.023255,                   0,             0.75099,             0.65248,             0.65725,             0.19672,            0.030537,            0.014303,                   0,           0.0058321,           0.0058321,           0.0058321
                 423,            0.037679,            0.014488,                   0,             0.67715,             0.62847,             0.59276,             0.15199,            0.031306,            0.014341,                   0,           0.0058222,           0.0058222,           0.0058222
                 424,            0.036725,            0.014341,                   0,             0.67715,             0.62847,             0.59276,             0.15199,            0.031306,             0.01435,                   0,           0.0058123,           0.0058123,           0.0058123
                 425,             0.02886,             0.02231,                   0,             0.70144,             0.61025,             0.55609,             0.14148,            0.031472,            0.014144,                   0,           0.0058024,           0.0058024,           0.0058024
                 426,            0.033813,            0.015786,                   0,             0.70144,             0.61025,             0.55609,             0.14148,            0.031472,            0.014147,                   0,           0.0057925,           0.0057925,           0.0057925
                 427,            0.037461,            0.018308,                   0,             0.78651,             0.66312,             0.67835,             0.21004,             0.03024,            0.014329,                   0,           0.0057826,           0.0057826,           0.0057826
                 428,            0.035453,            0.017707,                   0,             0.78651,             0.66312,             0.67835,             0.21004,             0.03024,            0.014337,                   0,           0.0057727,           0.0057727,           0.0057727
                 429,            0.032078,            0.018825,                   0,             0.80476,             0.64805,             0.67694,             0.21246,            0.030136,            0.014346,                   0,           0.0057628,           0.0057628,           0.0057628
                 430,            0.031292,            0.018247,                   0,             0.80476,             0.64805,             0.67694,             0.21246,            0.030136,             0.01435,                   0,           0.0057529,           0.0057529,           0.0057529
                 431,            0.033621,            0.022743,                   0,             0.52415,             0.51364,             0.42751,            0.090681,            0.033233,            0.014209,                   0,            0.005743,            0.005743,            0.005743
                 432,            0.038489,            0.016542,                   0,             0.52415,             0.51364,             0.42751,            0.090681,            0.033233,            0.014209,                   0,           0.0057331,           0.0057331,           0.0057331
                 433,            0.035186,            0.015052,                   0,             0.76136,             0.63918,             0.63471,             0.18064,            0.030673,            0.014352,                   0,           0.0057232,           0.0057232,           0.0057232
                 434,            0.037047,             0.01205,                   0,             0.76136,             0.63918,             0.63471,             0.18064,            0.030673,            0.014354,                   0,           0.0057133,           0.0057133,           0.0057133
