               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  21,            0.050466,             0.02304,           0.0078638,                   0,                   0,                   0,                   0,            0.048548,            0.024841,           0.0081677,           0.0020563,           0.0020563,            0.081056
                  22,            0.049661,            0.025448,            0.007981,                   0,                   0,                   0,                   0,            0.048324,            0.024487,           0.0079402,           0.0021521,           0.0021521,            0.080152
                  23,            0.048979,            0.031337,           0.0079644,                   0,                   0,                   0,                   0,            0.048324,            0.024559,           0.0079402,           0.0022476,           0.0022476,            0.079248
                  24,            0.049758,            0.021143,           0.0073563,                   0,                   0,                   0,                   0,            0.048306,            0.023506,            0.007159,            0.002343,            0.002343,            0.078343
                  25,            0.050134,            0.025727,           0.0078878,                   0,                   0,                   0,                   0,            0.048306,            0.023346,            0.007159,           0.0024381,           0.0024381,            0.077438
                  26,            0.050127,            0.019454,           0.0064494,                   0,                   0,                   0,                   0,            0.048223,            0.022632,           0.0067564,           0.0025331,           0.0025331,            0.076533
                  27,            0.048861,            0.017863,           0.0082191,                   0,                   0,                   0,                   0,            0.048223,            0.022485,           0.0067564,           0.0026278,           0.0026278,            0.075628
                  28,            0.048887,            0.025727,           0.0078037,                   0,                   0,                   0,                   0,            0.048196,            0.021906,           0.0064431,           0.0027224,           0.0027224,            0.074722
                  29,            0.048098,            0.033842,           0.0075569,                   0,                   0,                   0,                   0,            0.048196,            0.021971,           0.0064431,           0.0028167,           0.0028167,            0.073817
                  30,            0.049686,            0.020366,           0.0076978,                   0,                   0,                   0,                   0,            0.048131,            0.021599,           0.0061987,           0.0029109,           0.0029109,            0.072911
                  31,             0.05139,            0.016803,           0.0070851,                   0,                   0,                   0,                   0,            0.048131,            0.021557,           0.0061987,           0.0030049,           0.0030049,            0.072005
                  32,            0.048123,            0.029105,           0.0076371,                   0,                   0,                   0,                   0,            0.048061,            0.021165,           0.0059711,           0.0030986,           0.0030986,            0.071099
                  33,            0.047387,            0.022543,           0.0078979,                   0,                   0,                   0,                   0,            0.048061,            0.021168,           0.0059711,           0.0031922,           0.0031922,            0.070192
                  34,            0.047088,            0.027641,           0.0074904,                   0,                   0,                   0,                   0,            0.048026,            0.020665,           0.0057796,           0.0032856,           0.0032856,            0.069286
                  35,            0.049006,            0.019625,           0.0074574,                   0,                   0,                   0,                   0,            0.048026,            0.020644,           0.0057796,           0.0033787,           0.0033787,            0.068379
                  36,            0.049088,            0.018892,           0.0074555,                   0,                   0,                   0,                   0,            0.048007,            0.020111,           0.0056065,           0.0034717,           0.0034717,            0.067472
                  37,            0.049259,            0.020422,            0.006059,                   0,                   0,                   0,                   0,            0.048007,            0.020076,           0.0056065,           0.0035645,           0.0035645,            0.066564
                  38,            0.047269,             0.03468,           0.0063063,                   0,                   0,                   0,                   0,            0.047944,            0.019574,            0.005488,            0.003657,            0.003657,            0.065657
                  39,            0.049781,             0.01924,            0.005853,                   0,                   0,                   0,                   0,            0.047944,            0.019611,            0.005488,           0.0037494,           0.0037494,            0.064749
                  40,            0.048174,            0.019194,           0.0066385,                   0,                   0,                   0,                   0,            0.047924,             0.01905,           0.0053469,           0.0038416,           0.0038416,            0.063842
                  41,            0.048394,            0.020805,           0.0063856,                   0,                   0,                   0,                   0,            0.047924,            0.019018,           0.0053469,           0.0039336,           0.0039336,            0.062934
                  42,             0.04618,            0.024238,            0.006687,                   0,                   0,                   0,                   0,             0.04788,            0.018761,           0.0052211,           0.0040254,           0.0040254,            0.062025
                  43,            0.048599,            0.017414,           0.0059595,                   0,                   0,                   0,                   0,             0.04788,            0.018748,           0.0052211,           0.0041169,           0.0041169,            0.061117
                  44,            0.048003,            0.019349,            0.005567,                   0,                   0,                   0,                   0,             0.04786,            0.018302,           0.0051061,           0.0042083,           0.0042083,            0.060208
                  45,            0.049774,            0.017805,           0.0064385,                   0,                   0,                   0,                   0,             0.04786,            0.018335,           0.0051061,           0.0042995,           0.0042995,              0.0593
                  46,            0.049463,            0.019248,           0.0055754,                   0,                   0,                   0,                   0,            0.047789,            0.018258,           0.0050231,           0.0043905,           0.0043905,            0.058391
                  47,            0.046108,            0.026784,           0.0061445,                   0,                   0,                   0,                   0,            0.047789,            0.018271,           0.0050231,           0.0044813,           0.0044813,            0.057481
                  48,            0.048875,            0.019257,           0.0054526,                   0,                   0,                   0,                   0,            0.047739,            0.017895,           0.0049521,           0.0045719,           0.0045719,            0.056572
                  49,            0.049513,             0.01698,           0.0053992,                   0,                   0,                   0,                   0,            0.047739,            0.017911,           0.0049521,           0.0046623,           0.0046623,            0.055662
                  50,            0.047369,            0.025205,           0.0055967,                   0,                   0,                   0,                   0,            0.047673,            0.017774,           0.0048765,           0.0047525,           0.0047525,            0.054753
                  51,              0.0475,            0.024001,           0.0055127,                   0,                   0,                   0,                   0,            0.047673,            0.017709,           0.0048765,           0.0048425,           0.0048425,            0.053843
                  52,            0.048548,            0.016799,           0.0048896,                   0,                   0,                   0,                   0,            0.047673,            0.017753,           0.0048765,           0.0049323,           0.0049323,            0.052932
                  53,            0.046818,            0.028715,             0.00585,                   0,                   0,                   0,                   0,            0.047621,            0.017498,           0.0048233,           0.0050219,           0.0050219,            0.052022
                  54,             0.04867,            0.019354,           0.0059699,                   0,                   0,                   0,                   0,            0.047621,            0.017506,           0.0048233,           0.0051113,           0.0051113,            0.051111
                  55,            0.049095,            0.015556,           0.0044511,                   0,                   0,                   0,                   0,            0.047621,             0.01755,           0.0048233,           0.0052005,           0.0052005,            0.050201
                  56,            0.047408,            0.023213,           0.0052414,                   0,                   0,                   0,                   0,            0.047571,            0.017261,           0.0047618,           0.0052895,           0.0052895,             0.04929
                  57,             0.04918,            0.016225,           0.0048893,                   0,                   0,                   0,                   0,            0.047571,            0.017293,           0.0047618,           0.0053783,           0.0053783,            0.048378
                  58,            0.047332,             0.02494,            0.006306,                   0,                   0,                   0,                   0,            0.047571,            0.017278,           0.0047618,            0.005467,            0.005467,            0.047467
                  59,            0.048092,            0.021424,           0.0046605,                   0,                   0,                   0,                   0,            0.047556,             0.01684,           0.0046285,           0.0055554,           0.0055554,            0.046555
                  60,            0.046436,            0.023871,           0.0056028,                   0,                   0,                   0,                   0,            0.047556,            0.016804,           0.0046285,           0.0056436,           0.0056436,            0.045644
                  61,            0.048218,            0.017547,           0.0050655,                   0,                   0,                   0,                   0,            0.047556,            0.016819,           0.0046285,           0.0057316,           0.0057316,            0.044732
                  62,            0.047841,            0.027964,           0.0052648,                   0,                   0,                   0,                   0,            0.047497,            0.016753,           0.0045828,           0.0058194,           0.0058194,            0.043819
                  63,            0.048323,            0.017424,           0.0039763,                   0,                   0,                   0,                   0,            0.047497,            0.016759,           0.0045828,           0.0059071,           0.0059071,            0.042907
                  64,            0.049941,            0.012699,           0.0047749,                   0,                   0,                   0,                   0,            0.047497,            0.016674,           0.0045828,           0.0059945,           0.0059945,            0.041994
                  65,            0.046993,             0.02773,           0.0052325,                   0,                   0,                   0,                   0,            0.047484,            0.016382,             0.00453,           0.0060817,           0.0060817,            0.041082
                  66,            0.045703,            0.029898,           0.0058299,                   0,                   0,                   0,                   0,            0.047484,            0.016352,             0.00453,           0.0061688,           0.0061688,            0.040169
                  67,            0.048277,            0.015697,           0.0066585,                   0,                   0,                   0,                   0,            0.047484,            0.016374,             0.00453,           0.0062556,           0.0062556,            0.039256
                  68,             0.04611,            0.032294,           0.0056365,                   0,                   0,                   0,                   0,             0.04751,            0.015704,           0.0044577,           0.0063422,           0.0063422,            0.038342
                  69,            0.047713,            0.016036,           0.0051577,                   0,                   0,                   0,                   0,             0.04751,            0.015772,           0.0044577,           0.0064287,           0.0064287,            0.037429
                  70,            0.046711,            0.025054,           0.0048616,                   0,                   0,                   0,                   0,             0.04751,            0.015742,           0.0044577,           0.0065149,           0.0065149,            0.036515
                  71,            0.047007,            0.023581,           0.0055174,                   0,                   0,                   0,                   0,            0.047545,             0.01507,            0.004367,           0.0066009,           0.0066009,            0.035601
                  72,             0.04915,            0.015225,           0.0039839,                   0,                   0,                   0,                   0,            0.047545,            0.015135,            0.004367,           0.0066868,           0.0066868,            0.034687
                  73,            0.047535,             0.02208,           0.0034206,                   0,                   0,                   0,                   0,            0.047545,            0.015053,            0.004367,           0.0067724,           0.0067724,            0.033772
                  74,            0.048411,            0.022609,           0.0036272,                   0,                   0,                   0,                   0,            0.047481,            0.014856,           0.0043211,           0.0068579,           0.0068579,            0.032858
                  75,            0.049175,            0.014794,           0.0028134,                   0,                   0,                   0,                   0,            0.047481,             0.01494,           0.0043211,           0.0069431,           0.0069431,            0.031943
                  76,            0.047901,            0.021679,           0.0039343,                   0,                   0,                   0,                   0,            0.047481,            0.014899,           0.0043211,           0.0070282,           0.0070282,            0.031028
                  77,            0.046632,            0.022115,           0.0055889,                   0,                   0,                   0,                   0,            0.047267,            0.015234,           0.0043054,            0.007113,            0.007113,            0.030113
                  78,            0.047652,            0.025459,           0.0047477,                   0,                   0,                   0,                   0,            0.047267,            0.015212,           0.0043054,           0.0071977,           0.0071977,            0.029198
                  79,            0.048475,            0.016884,           0.0039983,                   0,                   0,                   0,                   0,            0.047267,            0.015289,           0.0043054,           0.0072821,           0.0072821,            0.028282
                  80,            0.047404,            0.018603,            0.005043,                   0,                   0,                   0,                   0,            0.047171,            0.015138,           0.0043064,           0.0073664,           0.0073664,            0.027366
                  81,            0.047976,            0.020022,           0.0039361,                   0,                   0,                   0,                   0,            0.047171,            0.015075,           0.0043064,           0.0074505,           0.0074505,             0.02645
                  82,            0.045872,            0.019892,           0.0043732,                   0,                   0,                   0,                   0,            0.047171,            0.015073,           0.0043064,           0.0075343,           0.0075343,            0.025534
                  83,            0.046911,            0.022929,           0.0040924,                   0,                   0,                   0,                   0,            0.046971,            0.015533,           0.0043623,            0.007618,            0.007618,            0.024618
                  84,            0.047195,            0.012951,           0.0066869,                   0,                   0,                   0,                   0,            0.046971,             0.01543,           0.0043623,           0.0077015,           0.0077015,            0.023701
                  85,            0.047268,            0.018027,           0.0049753,                   0,                   0,                   0,                   0,            0.046971,             0.01543,           0.0043623,           0.0077847,           0.0077847,            0.022785
                  86,            0.047764,            0.020708,           0.0044927,                   0,                   0,                   0,                   0,            0.046971,            0.015471,           0.0043623,           0.0078678,           0.0078678,            0.021868
                  87,            0.047347,            0.020158,           0.0039859,                   0,                   0,                   0,                   0,            0.046837,            0.015599,           0.0044388,           0.0079507,           0.0079507,            0.020951
                  88,            0.049073,            0.014703,           0.0048034,                   0,                   0,                   0,                   0,            0.046837,             0.01557,           0.0044388,           0.0080333,           0.0080333,            0.020033
                  89,            0.047918,            0.015445,           0.0035841,                   0,                   0,                   0,                   0,            0.046837,            0.015598,           0.0044388,           0.0081158,           0.0081158,            0.019116
                  90,            0.049122,            0.014526,            0.003109,                   0,                   0,                   0,                   0,            0.046837,            0.015592,           0.0044388,           0.0081981,           0.0081981,            0.018198
                  91,            0.047776,            0.012447,           0.0055926,                   0,                   0,                   0,                   0,             0.04674,             0.01531,           0.0044453,           0.0082802,           0.0082802,             0.01728
                  92,            0.049823,           0.0094931,            0.003005,                   0,                   0,                   0,                   0,             0.04674,            0.015302,           0.0044453,           0.0083621,           0.0083621,            0.016362
                  93,            0.048536,            0.014395,           0.0036054,                   0,                   0,                   0,                   0,             0.04674,            0.015347,           0.0044453,           0.0084437,           0.0084437,            0.015444
                  94,            0.045216,            0.026615,           0.0061171,                   0,                   0,                   0,                   0,             0.04674,            0.015331,           0.0044453,           0.0085252,           0.0085252,            0.014525
                  95,            0.047014,            0.027786,           0.0042915,           0.0038722,            0.014286,          0.00097684,          0.00019537,            0.046603,            0.015133,           0.0044329,           0.0086065,           0.0086065,            0.013607
                  96,            0.047997,            0.015578,           0.0035569,           0.0038722,            0.014286,          0.00097684,          0.00019537,            0.046603,            0.015102,           0.0044329,           0.0086876,           0.0086876,            0.012688
                  97,            0.049568,            0.012875,           0.0039412,           0.0038722,            0.014286,          0.00097684,          0.00019537,            0.046603,            0.015076,           0.0044329,           0.0087685,           0.0087685,            0.011769
                  98,            0.046834,            0.019965,           0.0054868,           0.0038722,            0.014286,          0.00097684,          0.00019537,            0.046603,            0.015117,           0.0044329,           0.0088492,           0.0088492,            0.010849
                  99,            0.046256,            0.026151,           0.0034844,           0.0073728,            0.014286,           0.0012406,          0.00037217,            0.046359,            0.015503,           0.0044908,           0.0089297,           0.0089297,           0.0099297
                 100,              0.0469,            0.014633,            0.005081,           0.0073728,            0.014286,           0.0012406,          0.00037217,            0.046359,            0.015513,           0.0044908,             0.00901,             0.00901,             0.00901
                 101,             0.04523,            0.037077,           0.0047193,           0.0073728,            0.014286,           0.0012406,          0.00037217,            0.046359,            0.015523,           0.0044908,             0.00901,             0.00901,             0.00901
                 102,            0.048494,            0.013308,           0.0049355,           0.0073728,            0.014286,           0.0012406,          0.00037217,            0.046359,            0.015528,           0.0044908,           0.0090001,           0.0090001,           0.0090001
                 103,            0.049036,            0.012768,           0.0034825,            0.026737,            0.029912,           0.0048051,          0.00078717,            0.046174,            0.015829,           0.0045726,           0.0089902,           0.0089902,           0.0089902
                 104,            0.044462,            0.031852,           0.0055463,            0.026737,            0.029912,           0.0048051,          0.00078717,            0.046174,            0.015813,           0.0045726,           0.0089803,           0.0089803,           0.0089803
                 105,            0.046769,            0.027835,           0.0049045,            0.026737,            0.029912,           0.0048051,          0.00078717,            0.046174,            0.015858,           0.0045726,           0.0089704,           0.0089704,           0.0089704
                 106,            0.045954,            0.044921,           0.0040766,            0.026737,            0.029912,           0.0048051,          0.00078717,            0.046174,            0.015843,           0.0045726,           0.0089605,           0.0089605,           0.0089605
                 107,            0.046465,            0.016887,           0.0048097,             0.10897,            0.028571,             0.01036,           0.0014114,            0.046034,            0.015966,           0.0046441,           0.0089506,           0.0089506,           0.0089506
                 108,            0.047327,            0.013837,           0.0052762,             0.10897,            0.028571,             0.01036,           0.0014114,            0.046034,            0.015989,           0.0046441,           0.0089407,           0.0089407,           0.0089407
                 109,            0.048558,            0.016831,           0.0031625,             0.10897,            0.028571,             0.01036,           0.0014114,            0.046034,            0.015994,           0.0046441,           0.0089308,           0.0089308,           0.0089308
                 110,            0.047658,            0.015935,           0.0060552,             0.10897,            0.028571,             0.01036,           0.0014114,            0.046034,             0.01601,           0.0046441,           0.0089209,           0.0089209,           0.0089209
                 111,            0.045993,            0.024544,           0.0051108,            0.089442,            0.028571,            0.020382,           0.0020382,            0.045962,            0.015776,           0.0047036,            0.008911,            0.008911,            0.008911
                 112,            0.046643,            0.024012,           0.0047352,            0.089442,            0.028571,            0.020382,           0.0020382,            0.045962,            0.015733,           0.0047036,           0.0089011,           0.0089011,           0.0089011
                 113,            0.045622,            0.024783,           0.0051714,            0.089442,            0.028571,            0.020382,           0.0020382,            0.045962,            0.015746,           0.0047036,           0.0088912,           0.0088912,           0.0088912
                 114,            0.044834,            0.017632,           0.0067448,            0.089442,            0.028571,            0.020382,           0.0020382,            0.045962,            0.015732,           0.0047036,           0.0088813,           0.0088813,           0.0088813
                 115,            0.045165,            0.026335,            0.004926,            0.037884,            0.028571,            0.018226,           0.0050928,            0.046026,            0.015603,           0.0047626,           0.0088714,           0.0088714,           0.0088714
                 116,            0.045827,            0.024761,           0.0034416,            0.037884,            0.028571,            0.018226,           0.0050928,            0.046026,            0.015601,           0.0047626,           0.0088615,           0.0088615,           0.0088615
                 117,              0.0451,            0.027287,             0.00446,            0.037884,            0.028571,            0.018226,           0.0050928,            0.046026,            0.015594,           0.0047626,           0.0088516,           0.0088516,           0.0088516
                 118,            0.046113,            0.023274,           0.0045132,            0.037884,            0.028571,            0.018226,           0.0050928,            0.046026,            0.015605,           0.0047626,           0.0088417,           0.0088417,           0.0088417
                 119,            0.047613,            0.022447,             0.00312,             0.18879,            0.015626,            0.015394,           0.0033453,            0.046025,            0.015247,           0.0047964,           0.0088318,           0.0088318,           0.0088318
                 120,            0.046432,            0.017837,           0.0064834,             0.18879,            0.015626,            0.015394,           0.0033453,            0.046025,             0.01517,           0.0047964,           0.0088219,           0.0088219,           0.0088219
                 121,            0.045599,            0.020151,           0.0054702,             0.18879,            0.015626,            0.015394,           0.0033453,            0.046025,            0.015171,           0.0047964,            0.008812,            0.008812,            0.008812
                 122,            0.046449,            0.012921,           0.0072191,             0.18879,            0.015626,            0.015394,           0.0033453,            0.046025,            0.015188,           0.0047964,           0.0088021,           0.0088021,           0.0088021
                 123,            0.045816,            0.018351,           0.0074786,             0.16274,            0.016967,            0.015014,           0.0033057,            0.045874,            0.014904,           0.0048083,           0.0087922,           0.0087922,           0.0087922
                 124,             0.04801,            0.017351,           0.0037055,             0.16274,            0.016967,            0.015014,           0.0033057,            0.045874,            0.014881,           0.0048083,           0.0087823,           0.0087823,           0.0087823
                 125,            0.048316,            0.014584,           0.0039204,             0.16274,            0.016967,            0.015014,           0.0033057,            0.045874,            0.014958,           0.0048083,           0.0087724,           0.0087724,           0.0087724
                 126,            0.047315,            0.014648,           0.0033356,             0.16274,            0.016967,            0.015014,           0.0033057,            0.045874,            0.014884,           0.0048083,           0.0087625,           0.0087625,           0.0087625
                 127,            0.047562,            0.020272,           0.0044514,             0.14888,            0.032593,            0.020252,           0.0050674,            0.045728,            0.014753,           0.0048108,           0.0087526,           0.0087526,           0.0087526
                 128,             0.04692,            0.022177,           0.0038592,             0.14888,            0.032593,            0.020252,           0.0050674,            0.045728,            0.014711,           0.0048108,           0.0087427,           0.0087427,           0.0087427
                 129,            0.046202,            0.021231,           0.0039021,             0.14888,            0.032593,            0.020252,           0.0050674,            0.045728,            0.014758,           0.0048108,           0.0087328,           0.0087328,           0.0087328
                 130,            0.045286,             0.01384,           0.0068426,             0.14888,            0.032593,            0.020252,           0.0050674,            0.045728,            0.014758,           0.0048108,           0.0087229,           0.0087229,           0.0087229
                 131,            0.045425,            0.021144,           0.0035159,             0.12704,            0.061164,            0.041313,              0.0095,            0.045609,            0.014785,           0.0047873,            0.008713,            0.008713,            0.008713
                 132,            0.045392,            0.021679,           0.0061816,             0.12704,            0.061164,            0.041313,              0.0095,            0.045609,             0.01477,           0.0047873,           0.0087031,           0.0087031,           0.0087031
                 133,            0.044905,            0.025274,           0.0043163,             0.12704,            0.061164,            0.041313,              0.0095,            0.045609,            0.014785,           0.0047873,           0.0086932,           0.0086932,           0.0086932
                 134,            0.047366,              0.0134,           0.0043527,             0.12704,            0.061164,            0.041313,              0.0095,            0.045609,            0.014746,           0.0047873,           0.0086833,           0.0086833,           0.0086833
                 135,            0.045533,            0.017432,           0.0051301,             0.21694,            0.066526,            0.041938,            0.012543,            0.045453,            0.014892,           0.0047497,           0.0086734,           0.0086734,           0.0086734
                 136,            0.043772,            0.020134,           0.0060348,             0.21694,            0.066526,            0.041938,            0.012543,            0.045453,            0.014879,           0.0047497,           0.0086635,           0.0086635,           0.0086635
                 137,             0.04499,            0.019431,           0.0057012,             0.21694,            0.066526,            0.041938,            0.012543,            0.045453,            0.014905,           0.0047497,           0.0086536,           0.0086536,           0.0086536
                 138,            0.044816,            0.029744,           0.0048123,             0.21694,            0.066526,            0.041938,            0.012543,            0.045453,            0.014877,           0.0047497,           0.0086437,           0.0086437,           0.0086437
                 139,            0.047325,            0.016646,           0.0039507,             0.24836,            0.054921,            0.031062,           0.0070711,            0.045231,            0.014904,           0.0046943,           0.0086338,           0.0086338,           0.0086338
                 140,            0.045616,            0.021424,            0.004414,             0.24836,            0.054921,            0.031062,           0.0070711,            0.045231,            0.014954,           0.0046943,           0.0086239,           0.0086239,           0.0086239
                 141,            0.048285,            0.013149,           0.0038552,             0.24836,            0.054921,            0.031062,           0.0070711,            0.045231,            0.014932,           0.0046943,            0.008614,            0.008614,            0.008614
                 142,            0.046617,            0.016339,           0.0043357,             0.24836,            0.054921,            0.031062,           0.0070711,            0.045231,            0.014924,           0.0046943,           0.0086041,           0.0086041,           0.0086041
                 143,            0.046339,            0.016855,           0.0038623,              0.0709,            0.088855,            0.019347,           0.0046244,            0.044948,            0.014901,           0.0046257,           0.0085942,           0.0085942,           0.0085942
                 144,            0.045193,            0.019262,           0.0056692,              0.0709,            0.088855,            0.019347,           0.0046244,            0.044948,            0.014915,           0.0046257,           0.0085843,           0.0085843,           0.0085843
                 145,             0.04741,            0.017518,           0.0039525,              0.0709,            0.088855,            0.019347,           0.0046244,            0.044948,            0.014958,           0.0046257,           0.0085744,           0.0085744,           0.0085744
                 146,             0.04698,            0.011818,           0.0054173,              0.0709,            0.088855,            0.019347,           0.0046244,            0.044948,            0.014908,           0.0046257,           0.0085645,           0.0085645,           0.0085645
                 147,            0.047413,             0.01131,           0.0063184,            0.076526,             0.10448,            0.023457,           0.0060665,            0.044703,            0.014931,           0.0045308,           0.0085546,           0.0085546,           0.0085546
                 148,            0.047668,            0.012878,           0.0046358,            0.076526,             0.10448,            0.023457,           0.0060665,            0.044703,            0.014914,           0.0045308,           0.0085447,           0.0085447,           0.0085447
                 149,            0.044815,            0.024554,           0.0028352,            0.076526,             0.10448,            0.023457,           0.0060665,            0.044703,            0.014927,           0.0045308,           0.0085348,           0.0085348,           0.0085348
                 150,            0.045797,            0.016655,           0.0053071,            0.076526,             0.10448,            0.023457,           0.0060665,            0.044703,            0.014863,           0.0045308,           0.0085249,           0.0085249,           0.0085249
                 151,            0.045078,            0.025728,           0.0034635,            0.075239,             0.11475,            0.027089,           0.0036414,            0.044556,            0.014677,           0.0044481,            0.008515,            0.008515,            0.008515
                 152,            0.046316,            0.012532,           0.0043071,            0.075239,             0.11475,            0.027089,           0.0036414,            0.044556,            0.014707,           0.0044481,           0.0085051,           0.0085051,           0.0085051
